name,category,address,lat,lng,rating,user_ratings_total,price_level,summary,phone,website,opening_hours,place_id
Jacobs Coffee,Bar,"Sveavägen 102, 113 50 Stockholm, Sweden",59.3428635,18.057094,4.1,197,MODERATE,,073-585 18 90,http://cafejacob.se/,Monday: 8:15 AM – 7:00 PM; Tuesday: 8:15 AM – 7:00 PM; Wednesday: 8:15 AM – 7:00 PM; Thursday: 8:15 AM – 7:00 PM; Friday: 8:15 AM – 7:00 PM; Saturday: 11:00 AM – 6:00 PM; Sunday: Closed,ChIJD-yVJ2-dX0YR79FrVR4hpDA
The Old Brewer - Vasastan,Bar,"Luntmakargatan 98, 113 51 Stockholm, Sweden",59.3441299,18.057245299999998,4.6,712,MODERATE,,08-777 74 76,https://www.vasastan.theoldbrewer.se/,Monday: 11:30 AM – 11:00 PM; Tuesday: 11:30 AM – 11:00 PM; Wednesday: 11:30 AM – 11:00 PM; Thursday: 11:30 AM – 11:00 PM; Friday: 11:30 AM – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM,ChIJ3yA7ldSdX0YRZLtJxJS2Ly8
Hop & Vine,Bar,"Sveavägen 14, 111 57 Stockholm, Sweden",59.334171399999995,18.0650677,4.3,159,,,070-919 67 13,http://hopandvine.se/,Monday: Closed; Tuesday: 2:00 – 9:00 PM; Wednesday: 2:00 – 11:00 PM; Thursday: 2:00 – 11:00 PM; Friday: 2:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 9:00 PM,ChIJNZiTIWGdX0YRC-YGCsCpi2I
Takpark by Urban Deli,Bar,"Sveavägen 44, 111 34 Stockholm, Sweden",59.33692379999999,18.0625373,4.3,483,EXPENSIVE,,08-425 500 20,https://urbandeli.se/sveavagen-takparken/,Monday: 4:00 – 9:00 PM; Tuesday: 4:00 – 9:00 PM; Wednesday: 4:00 – 9:00 PM; Thursday: 4:00 – 9:00 PM; Friday: 3:00 – 9:00 PM; Saturday: 1:00 – 9:00 PM; Sunday: Closed,ChIJpa88l2edX0YRscT4eLPnUEE
Urban Deli,Bar,"Sveavägen 44, 111 34 Stockholm, Sweden",59.336771999999996,18.062784600000004,4,3667,MODERATE,,08-425 500 20,https://urbandeli.se/sveavagen-takparken/?utm_source=google,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 8:00 AM – 11:00 PM; Sunday: 8:00 AM – 6:00 PM,ChIJpa88l2edX0YRMSg5kZC2DCk
Churchill Arms Stockholm,Bar,"Tulegatan 21, 113 57 Stockholm, Sweden",59.34326929999999,18.0610555,4.2,1502,MODERATE,"Burgers, fish 'n' chips & other classic bar food in a homey English pub featuring sidewalk tables.",08-15 00 61,http://www.churchillarms.se/,Monday: 3:00 – 11:00 PM; Tuesday: 3:00 – 11:00 PM; Wednesday: 3:00 – 11:00 PM; Thursday: 3:00 – 11:00 PM; Friday: 11:30 AM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 – 9:00 PM,ChIJ35YFPWmdX0YRMF88G251KtQ
The Flying Horse,Bar,"Odengatan 44, 113 51 Stockholm, Sweden",59.344593999999994,18.0568569,3.6,1234,MODERATE,,08-612 63 78,http://www.flyinghorse.se/?utm_source=google,Monday: 11:00 AM – 1:00 AM; Tuesday: 11:00 AM – 1:00 AM; Wednesday: 11:00 AM – 1:00 AM; Thursday: 11:00 AM – 1:00 AM; Friday: 11:00 AM – 3:00 AM; Saturday: 11:00 AM – 3:00 AM; Sunday: 11:00 AM – 1:00 AM,ChIJF7NnlW6dX0YRmXngjCZNhDY
WÄNG izakaya,Bar,"Sveavägen 88, 113 59 Stockholm, Sweden",59.3411468,18.0585903,4.4,899,MODERATE,,08-121 468 98,http://www.wangizakaya.se/,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: Closed,ChIJbUBEuGidX0YRmvzDu1KTxSo
Man in the Moon,Bar,"Tegnérgatan 2C, 113 58 Stockholm, Sweden",59.340833599999996,18.0642493,4,2154,MODERATE,,08-458 95 00,https://maninthemoon.se/?utm_source=google,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 12:00 AM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: Closed,ChIJr4-XOGidX0YRzKr4KLrbD7M
The Queen's Head,Pub,"Drottninggatan 108, 113 60 Stockholm, Sweden",59.3388516,18.0566955,4.2,1215,MODERATE,,08-32 86 00,http://www.queenshead.se/,Monday: 4:00 PM – 1:00 AM; Tuesday: 4:00 PM – 1:00 AM; Wednesday: 4:00 PM – 1:00 AM; Thursday: 4:00 PM – 1:00 AM; Friday: 3:00 PM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 PM – 1:00 AM,ChIJm8uGEmadX0YRhXhwbUNH0Mk
The Auld Dub,Pub,"Holländargatan 1, 111 36 Stockholm, Sweden",59.335385800000005,18.061496299999998,4,2570,MODERATE,"Jumping pub with an Irish theme & traditional dark-wood interior, with live music & TV sports.",08-679 77 07,http://theaulddub.se/,Monday: 3:00 PM – 1:00 AM; Tuesday: 3:00 PM – 1:00 AM; Wednesday: 3:00 PM – 1:00 AM; Thursday: 3:00 PM – 1:00 AM; Friday: 2:00 PM – 3:00 AM; Saturday: 12:00 PM – 3:00 AM; Sunday: 12:00 – 11:00 PM,ChIJkfT5bmedX0YRBWojhZ1xrZY
Burgers & Beer Svea,Pub,"Sveavägen 108, 113 53 Stockholm, Sweden",59.343273,18.0566448,4.5,292,MODERATE,,08-502 398 04,,Monday: 3:00 – 10:00 PM; Tuesday: 3:00 – 10:00 PM; Wednesday: 3:00 – 10:00 PM; Thursday: 3:00 – 10:00 PM; Friday: 3:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 9:00 PM,ChIJwenI4U6dX0YRXu1-k9SjsOs
Sense Stockholm,Nightclub,"Jakobsbergsgatan 15, 111 44 Stockholm, Sweden",59.33462359999999,18.0693177,3.2,245,,,,http://www.sensestockholm.com/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 11:00 PM – 3:00 AM; Saturday: 11:00 PM – 3:00 AM; Sunday: Closed,ChIJcV3G6F2dX0YRmPdSKZDwvuw
Hyde Stockholm,Nightclub,"Jakobsbergsgatan 13, 111 44 Stockholm, Sweden",59.3346124,18.0699377,2.8,334,,,,http://www.hydestockholm.se/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3412205991565579115,,ChIJwxayD9OdX0YRXygu79r5FVo
Ego Nattklubb Stockholm,Nightclub,"Jakobsbergsgatan 15, 111 44 Stockholm, Sweden",59.33460729999999,18.0695728,4,201,,,08-669 58 55,https://www.egonattklubb.com/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 10:00 PM – 3:00 AM; Saturday: Closed; Sunday: Closed,ChIJDxPRLeh3X0YR2MbFZNpE20w
Myst Stockholm,Nightclub,"Jakobsbergsgatan 15, 111 44 Stockholm, Sweden",59.33462359999999,18.0693177,2.8,125,,,,http://www.myststockholm.nu/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 10:00 PM – 3:00 AM; Saturday: 10:00 PM – 3:00 AM; Sunday: Closed,ChIJY3qY5vudX0YRmZAhSQuvcz0
MELT Bar & Restaurant,Nightclub,"Malmskillnadsgatan 45, 111 38 Stockholm, Sweden",59.33710130000001,18.0647391,4.5,794,MODERATE,,,http://www.meltbar.se/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 5:00 – 11:00 PM; Friday: 6:00 PM – 1:00 AM; Saturday: 6:00 PM – 1:00 AM; Sunday: Closed,ChIJkVe6Oft3X0YR19qtrhuDf3I
Berns Terrassen,Nightclub,"Näckströmsgatan 8, 111 47 Stockholm, Sweden",59.332148,18.073724700000003,2.5,223,,,08-566 322 00,https://berns.se/nightlife/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 10:00 PM – 2:00 AM; Saturday: 10:00 PM – 4:00 AM; Sunday: Closed,ChIJF-_xMBqdX0YRjY1-MqWIB4M
V*****,Nightclub,"Sturegatan 4, 114 35 Stockholm, Sweden",59.336483599999994,18.0734677,2.6,38,,,,https://entrgroup.se/nightlife/v/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 11:00 PM – 3:00 AM; Saturday: 11:00 PM – 3:00 AM; Sunday: Closed,ChIJKTmLo1ydX0YR0v1T9TpbfWk
Hell's Kitchen,Nightclub,"Sturegatan 4, 114 35 Stockholm, Sweden",59.336483599999994,18.0734677,2,206,,,,https://entrgroup.se/nightlife/hells-kitchen/,Monday: Closed; Tuesday: Closed; Wednesday: 11:00 PM – 5:00 AM; Thursday: Closed; Friday: 11:00 PM – 5:00 AM; Saturday: 11:00 PM – 5:00 AM; Sunday: Closed,ChIJNY2amFydX0YRYSimGdqOH2U
Spy Bar,Nightclub,"Birger Jarlsgatan 20, 114 34 Stockholm, Sweden",59.336615599999995,18.0720358,2.1,353,EXPENSIVE,Elegant nightspot with a labyrinth of stylish spaces & DJs creating a varied soundtrack.,,https://entrgroup.se/nightlife/the-spy-bar/,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 11:00 PM – 5:00 AM; Friday: 11:00 PM – 5:00 AM; Saturday: 11:00 PM – 5:00 AM; Sunday: Closed,ChIJ29yfv1ydX0YRxfvb3T48q5U
Stockholm Under Stjärnorna,Nightclub,"Brunkebergstorg 2, 4, 111 51 Stockholm, Sweden",59.33073439999999,18.0669868,4.2,716,MODERATE,,,http://www.sthlmunderstjarnorna.com/,Monday: Closed; Tuesday: 3:00 PM – 12:00 AM; Wednesday: 3:00 PM – 12:00 AM; Thursday: 3:00 PM – 12:00 AM; Friday: 2:00 PM – 12:00 AM; Saturday: 2:00 PM – 12:00 AM; Sunday: Closed,ChIJlxRGo4SdX0YRzUhL-GeewiE
Bar Elisabeth,Cocktail Bar,"Tegnérgatan 11, 111 40 Stockholm, Sweden",59.3403268,18.0632845,5,55,,,,https://www.instagram.com/barelisabethstockholm/?utm_source=google,Monday: Closed; Tuesday: Closed; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 4:00 PM – 12:00 AM; Saturday: 4:00 PM – 12:00 AM; Sunday: Closed,ChIJkxhBLgCdX0YRAyEDrm1Tdn8
Americain,Cocktail Bar,"Hötorget 13-15, 111 56 Stockholm, Sweden",59.3348649,18.061359799999998,4.1,287,,,08-517 267 00,https://www.scandichotels.com/en/hotels/haymarket-by-scandic/americain,Monday: 4:00 PM – 12:00 AM; Tuesday: 4:00 PM – 12:00 AM; Wednesday: 4:00 PM – 12:00 AM; Thursday: 4:00 PM – 12:00 AM; Friday: 2:00 PM – 1:00 AM; Saturday: 2:00 PM – 1:00 AM; Sunday: 5:00 PM – 12:00 AM,ChIJnWTG7pGdX0YRT5ra2D-JdgA
MAP Petite Maison,Cocktail Bar,"Vasagatan 38, 111 20 Stockholm, Sweden",59.332824200000005,18.057581199999998,4.6,297,,,073-956 38 41,http://www.mapetitemaison.se/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14877688896329122542,Monday: 3:00 – 11:00 PM; Tuesday: 3:00 – 11:00 PM; Wednesday: 3:00 – 11:00 PM; Thursday: 12:00 PM – 1:00 AM; Friday: 12:00 PM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 – 11:00 PM,ChIJlSJZ46WdX0YRr1JXQMUm1ow
Kura Stockholm,Cocktail Bar,"Jakobsbergsgatan 15, 111 44 Stockholm, Sweden",59.33460729999999,18.0695728,4.6,77,,,,https://www.kurastockholm.com/,Monday: Closed; Tuesday: Closed; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 4:00 – 11:00 PM; Saturday: 4:00 – 11:00 PM; Sunday: Closed,ChIJnde4Y2mdX0YRc9W3K3j8L9Y
Guldbaren,Cocktail Bar,"Norrmalmstorg 2-4, 111 46 Stockholm, Sweden",59.33348480000001,18.073833800000003,4.6,22,,,08-614 10 00,https://www.nobishotel.se/guldbaren?utm_source=google,Monday: 5:00 – 11:00 PM; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 12:00 AM; Friday: 4:00 PM – 1:00 AM; Saturday: 4:00 PM – 1:00 AM; Sunday: 5:00 – 11:00 PM,ChIJ-dbBIv6dX0YRSJwD2T0TV1w
Othilia,Cocktail Bar,"Karl XII:s torg 3, 111 47 Stockholm, Sweden",59.32982699999999,18.071339,4.9,59,,,08-676 58 00,https://operakallaren.se/othilia/,Monday: Closed; Tuesday: 5:00 PM – 1:00 AM; Wednesday: 5:00 PM – 1:00 AM; Thursday: 5:00 PM – 1:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: Closed,ChIJd9OZf_udX0YRwWl8vIQyyLs
20hundra5,Cocktail Bar,"Sankt Eriksgatan 102, 113 31 Stockholm, Sweden",59.344061,18.039616199999998,4.6,472,MODERATE,,08-34 05 05,http://www.noll5.se/,Monday: Closed; Tuesday: 6:00 PM – 12:00 AM; Wednesday: 6:00 PM – 1:00 AM; Thursday: 6:00 PM – 1:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: Closed,ChIJjXrkyXCdX0YRs4ulsA6dnhI
Lucy's Flower Shop,Cocktail Bar,"Birger Jarlsgatan 20, 114 34 Stockholm, Sweden",59.336615599999995,18.0720358,4.6,585,EXPENSIVE,,,http://lucysstockholm.se/,Monday: Closed; Tuesday: 5:00 PM – 1:00 AM; Wednesday: 5:00 PM – 1:00 AM; Thursday: 5:00 PM – 1:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: 5:00 PM – 1:00 AM,ChIJG6VO5MGdX0YRwIGjU2hJNNc
Sally’s Cocktailbar,Cocktail Bar,"Tegelbacken 6, 111 52 Stockholm, Sweden",59.3290515,18.0617959,4.4,11,,,08-412 34 72,https://mrbronck.com/sallys?utm_source=google,Monday: 11:00 AM – 12:00 AM; Tuesday: 11:00 AM – 12:30 AM; Wednesday: 11:00 AM – 12:30 AM; Thursday: 11:00 AM – 12:30 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 PM – 12:00 AM,ChIJ43UhTQCdX0YR9olLuF44pBA
Röda Huset,Cocktail Bar,"Malmskillnadsgatan 9, 111 47 Stockholm, Sweden",59.3327586,18.0661482,4.2,552,EXPENSIVE,,08-480 043 97,https://rodahuset.nu/,Monday: 5:00 – 11:00 PM; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 3:00 PM – 1:00 AM; Saturday: 3:00 PM – 1:00 AM; Sunday: Closed,ChIJD9TAUaGdX0YRiCmb4VoK9gY
Coquetel Social,Cocktail Bar,"Birger Jarlsgatan 20, 114 34 Stockholm, Sweden",59.336615599999995,18.0720358,4,231,,,,https://coquetelsocial.se/,Monday: 8:00 PM – 3:00 AM; Tuesday: 5:00 PM – 3:00 AM; Wednesday: 5:00 PM – 3:00 AM; Thursday: 5:00 PM – 3:00 AM; Friday: 5:00 PM – 3:00 AM; Saturday: 5:00 PM – 3:00 AM; Sunday: 8:00 PM – 3:00 AM,ChIJP-49TTGdX0YRJQspmj-mlRg
Bar Nombre,Cocktail Bar,"Odengatan 36, 113 51 Stockholm, Sweden",59.3449757,18.0587533,4.6,1117,MODERATE,,08-612 14 20,https://www.barnombre.se/,Monday: 5:00 – 10:00 PM; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 1:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: Closed,ChIJxeD7r26dX0YRB1p6Y-5cyAc
Los Tacos Sveavägen,Brewery,"Sveavägen 88, 113 59 Stockholm, Sweden",59.3411468,18.0585903,4.8,113,,,076-199 99 03,https://www.lostacos.se/,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 10:00 PM,ChIJpZhmXu2dX0YR_p6Rd8zClIU
Television Brewing CO. Bar och Taproom,Brewery,"Västmannagatan 69, 113 26 Stockholm, Sweden",59.343506100000006,18.0455828,4.7,37,,,070-191 50 62,https://www.televisionbrew.com/,Monday: Closed; Tuesday: 4:00 – 10:00 PM; Wednesday: 4:00 – 10:00 PM; Thursday: 4:00 – 10:00 PM; Friday: 4:00 – 10:00 PM; Saturday: 4:00 – 10:00 PM; Sunday: Closed,ChIJQ8D9SACdX0YRmMmFRw-ZIF0
Bierhaus,Brewery,"Tegnérgatan 10, 113 58 Stockholm, Sweden",59.3402701,18.0619779,3.9,1481,MODERATE,,08-509 088 10,http://www.bierhaus.se/,Monday: 3:00 – 11:00 PM; Tuesday: 3:00 – 11:00 PM; Wednesday: 3:00 PM – 1:00 AM; Thursday: 3:00 PM – 1:00 AM; Friday: 3:00 PM – 1:00 AM; Saturday: 3:00 PM – 1:00 AM; Sunday: Closed,ChIJVVVViWidX0YRS-V2a3tsQ8s
Lådan,Brewery,"Luntmakargatan 63, 113 58 Stockholm, Sweden",59.340434300000005,18.060369599999998,4.2,1761,MODERATE,"Warm, informal restaurant serving burgers, fries & chicken wings, plus craft beer, wine & spirits.",,http://ladansthlm.se/,Monday: Closed; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 11:30 AM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: Closed,ChIJhSjWj2idX0YRuBNFBG7hhiQ
OMAKA,Brewery,"Uggelviksgatan 2C, 114 27 Stockholm, Sweden",59.3436768,18.0687704,4.4,348,VERY_EXPENSIVE,,08-400 504 40,http://www.omaka.beer/,Monday: Closed; Tuesday: 3:00 – 11:00 PM; Wednesday: 3:00 – 11:00 PM; Thursday: 3:00 – 11:00 PM; Friday: 11:30 AM – 12:00 AM; Saturday: 1:00 PM – 12:00 AM; Sunday: Closed,ChIJBe-KuZWdX0YR7F9-Cpd4Dd4
Tasca,Wine Bar,"Vidargatan 9, 113 27 Stockholm, Sweden",59.3437923,18.0478766,4.9,16,,,08-777 41 13,https://www.acaza.se/tasca?utm_source=google,Monday: Closed; Tuesday: 4:30 – 11:00 PM; Wednesday: 4:30 – 11:00 PM; Thursday: 4:30 – 11:00 PM; Friday: 4:30 PM – 12:00 AM; Saturday: 4:30 PM – 12:00 AM; Sunday: Closed,ChIJfwbCNTGdX0YRN0XWoClyunY
Savant Bar,Wine Bar,"Tegnérgatan 4, 113 58 Stockholm, Sweden",59.340617699999996,18.0633244,4.6,391,MODERATE,,,http://www.savantbar.se/,Monday: 3:00 – 11:00 PM; Tuesday: 3:00 PM – 12:00 AM; Wednesday: 3:00 PM – 12:00 AM; Thursday: 3:00 PM – 12:00 AM; Friday: 3:00 PM – 12:00 AM; Saturday: 1:00 PM – 12:00 AM; Sunday: 1:00 – 11:00 PM,ChIJbyASXBSdX0YR-4Io0DfnxEA
Cachette,Wine Bar,"Regeringsgatan 111, 111 39 Stockholm, Sweden",59.340484399999994,18.0653723,4.7,11,,,08-22 33 99,https://www.restaurangtete.se/,Monday: Closed; Tuesday: 5:00 PM – 12:00 AM; Wednesday: 5:00 PM – 12:00 AM; Thursday: 5:00 PM – 12:00 AM; Friday: 5:00 PM – 1:00 AM; Saturday: 5:00 PM – 1:00 AM; Sunday: Closed,ChIJOel7RyadX0YR_UJ9KYnRnnc
Vinverket Stockholm,Wine Bar,"Norrtullsgatan 24, 113 45 Stockholm, Sweden",59.34801419999999,18.0461387,4.6,162,,,08-33 04 00,http://vinverket.se/,Monday: Closed; Tuesday: 5:00 – 11:00 PM; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 4:00 PM – 12:00 AM; Saturday: 5:00 PM – 12:00 AM; Sunday: Closed,ChIJ7cF90XOdX0YR-74KerEBhGI
Combo Vinbaren,Wine Bar,"Odengatan 52, 113 22 Stockholm, Sweden",59.3439029,18.0545197,4.4,252,MODERATE,,08-522 256 52,http://www.combovinbaren.com/,Monday: Closed; Tuesday: 3:00 – 10:00 PM; Wednesday: 3:00 – 10:00 PM; Thursday: 3:00 – 11:00 PM; Friday: 1:00 – 11:00 PM; Saturday: 1:00 – 11:00 PM; Sunday: Closed,ChIJSZgZ-m6dX0YRtaaaZfFogns
The Sparrow Vinbar,Wine Bar,"Birger Jarlsgatan 24, 114 34 Stockholm, Sweden",59.3369715,18.0716698,4.6,45,,,08-122 173 00,https://www.thesparrow.se/restauranger-och-barer,Monday: Closed; Tuesday: Closed; Wednesday: 5:00 – 11:00 PM; Thursday: 5:00 – 11:00 PM; Friday: 5:00 – 11:00 PM; Saturday: 5:00 – 11:00 PM; Sunday: Closed,ChIJrZ4oZFedX0YR72w3uh7mHYo
